lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang	user
женщина	NN	example	22	22_женщина_87968		Благодатию Божией изгнал я бесов из женщины, которая восемнадцать лет страдала от них.	36:43	0:86	29454	sem_cluster_extra	ru	ek.gavrishina
женщина	NN	example	22	22_женщина_42792		-- Потом про женщин:-- Долгими зимними вечерами женщины и девушки охотно собирались и предавались искусству вышивки гобеленов.	13:19	0:126	29453	sem_cluster_extra	ru	ek.gavrishina
женщина	NN	example	22	22_женщина_3729		Вы, как великий музыкант, способны играть на струнах женской души, извлекая из нее те звуки и чувства, о которых не догадывалась и сама женщина...	136:143	0:146	29479	sem_cluster_extra	ru	ek.gavrishina
женщина	NN	example	22	22_женщина_57436		Не будь этого письма, мы так и не узнали бы о благородном поступке замечательной русской женщины...	89:96	0:99	29482	sem_cluster_extra	ru	ek.gavrishina
женщина	NN	example	22	22_женщина_29637		Ольга понимала, что у отца есть другая женщина-- она и звонила по телефону.	39:46	0:75	29457	sem_cluster_extra	ru	ek.gavrishina
женщина	NN	example	22	22_женщина_133936		-- Поправляйтесь, не шутите съ нервами,-- говорила Бѣльская, прощаясь, и вышла изъ гостиной, думая про себя:«А! ты думала, что ты свѣтская барыня, что ты честная женщина, что ты можешь для потѣхи отбивать отъ другихъ графа Баумгрилле?	162:169	0:234	29478	sem_cluster_extra	ru	ek.gavrishina
женщина	NN	example	22	22_женщина_11178		Мужчина относился к женщине, как пахарь относится к ниве, а женщина ждала от него еды и защиты.	60:67	0:95	29487	sem_cluster_extra	ru	ek.gavrishina
женщина	NN	example	22	22_женщина_29083		Например, он стыдился в его присутствии приводить домой женщин, возмущавшихся к тому же, что это за чудик живет в кухне-- голой в ванную не проскочить.	56:62	0:151	29456	sem_cluster_extra	ru	ek.gavrishina
женщина	NN	example	22	22_женщина_131675		Между 16 и 18 годами корова уже совсем стара, в то время как женщина в эти годы едва достигает зрелости.	61:68	0:104	29485	sem_cluster_extra	ru	ek.gavrishina
женщина	NN	example	22	22_женщина_33098		Поэтому нехудожник, не видя, не глядя, знает, что доктор подошел к женщине, которая держала на руках кошку, а художник видит:«Доктор подошел к молодой женщине, державшей на руке толстую серую кошку.	67:74	0:198	29477	sem_cluster_extra	ru	ek.gavrishina
женщина	NN	example	22	22_женщина_5791		Женщина сидела в каморке и грела на плитке большой медный чайник.	0:7	0:65	29461	sem_cluster_extra	ru	ek.gavrishina
женщина	NN	example	22	22_женщина_18424		-- После того как весь ее коллектив явится к тебе и объяснит тот факт, установленный в результате многолетних исследований, что ты самая красивая среди всех женщин страны, не имеющих высшего образования.	157:163	0:203	29458	sem_cluster_extra	ru	ek.gavrishina
женщина	NN	example	22	22_женщина_71578		-- Почему мужчин раздражает то, что женщины читают Cosmo?-- спрашиваю я главного редактора Елену Васильеву.	36:43	0:107	29472	sem_cluster_extra	ru	ek.gavrishina
женщина	NN	example	22	22_женщина_27744		“Упрямая коза!” Вот сейчас я крашусь перед диско, а когда жду его-- то краску и не трогаю вовсе, хотя и знаю, как он это любит(у них там, в ост-блоке, женщины всегда перемазанные).	151:158	0:180	29481	sem_cluster_extra	ru	ek.gavrishina
женщина	NN	example	22	22_женщина_24481		Вот женщина и опознала твою фотографию...	4:11	0:41	29469	sem_cluster_extra	ru	ek.gavrishina
женщина	NN	example	22	22_женщина_21773		Ее мозги, к традиционному неудовольствию Хелемке, были забиты обычной ватой, характерной для женщин, когда речь заходит о несчастных котах и младенцах.	93:99	0:151	29468	sem_cluster_extra	ru	ek.gavrishina
женщина	NN	example	22	22_женщина_87123		Не видел женщины с большим сердцем, которое было бы отдано ему.	9:16	0:63	29467	sem_cluster_extra	ru	ek.gavrishina
женщина	NN	example	22	22_женщина_89747		Покойная жила с двумя таинственными квартирантами, с мужчиной и женщиной, которые скрылись.	64:72	0:91	29463	sem_cluster_extra	ru	ek.gavrishina
женщина	NN	example	22	22_женщина_112898		Прежде всего это не совсем точно: у меня есть женщины.	46:53	0:54	29475	sem_cluster_extra	ru	ek.gavrishina
женщина	NN	example	22	22_женщина_14744		А теперь он, несчастный, лежит на полу и гадает: за что ему это? и вообще, разве можно понять этих женщин, вырывали его друг у дружки, как тряпичную куклу, да и бросили на пол!-- та же Алла, которая ни с того ни с сего вышла замуж и его моментально перечеркнула, а вот он ее нет.	99:105	0:279	29480	sem_cluster_extra	ru	ek.gavrishina
женщина	NN	example	22	22_женщина_53795		-- Ах, с какой женщиной я вчера познакомился!	15:23	0:45	29455	sem_cluster_extra	ru	ek.gavrishina
