identifier1	identifier2	annotator	judgment	comment	lemma
28258	28265	georg_lonsh	3	comment	государство
28258	28262	georg_lonsh	4	comment	государство
28258	28266	erykov1234	4	comment	государство
28244	28261	erykov1234	4	comment	государство
28244	28242	erykov1234	3	comment	государство
28244	28253	erykov1234	4	comment	государство
28244	28274	erykov1234	3	comment	государство
28244	28259	georg_lonsh	3	comment	государство
28244	28262	georg_lonsh	4	comment	государство
28266	28248	raskolrus	3	comment	государство
28266	28251	georg_lonsh	4	comment	государство
28266	28256	erykov1234	1	comment	государство
28266	28258	raskolrus	4	comment	государство
28252	28255	erykov1234	4	comment	государство
28252	28254	georg_lonsh	0	comment	государство
28252	28258	georg_lonsh	4	comment	государство
28252	28266	erykov1234	1	comment	государство
28252	28268	raskolrus	3	comment	государство
28242	28270	georg_lonsh	3	comment	государство
28242	28265	erykov1234	4	comment	государство
28242	28244	raskolrus	4	comment	государство
28242	28268	erykov1234	4	comment	государство
28242	28252	georg_lonsh	0	comment	государство
28273	28241	raskolrus	3	comment	государство
28273	28267	georg_lonsh	3	comment	государство
28273	28246	georg_lonsh	4	comment	государство
28273	28252	raskolrus	3	comment	государство
28273	28258	erykov1234	4	comment	государство
28273	28255	raskolrus	3	comment	государство
28273	28264	georg_lonsh	4	comment	государство
28273	28261	erykov1234	4	comment	государство
28249	28248	raskolrus	1	comment	государство
28249	28266	erykov1234	4	comment	государство
28274	28259	erykov1234	4	comment	государство
28274	28262	georg_lonsh	4	comment	государство
28274	28245	georg_lonsh	3	comment	государство
28274	28246	georg_lonsh	4	comment	государство
28274	28241	raskolrus	2	comment	государство
28274	28255	raskolrus	3	comment	государство
28274	28264	erykov1234	1	comment	государство
28270	28259	erykov1234	3	comment	государство
28251	28266	erykov1234	1	comment	государство
28251	28254	erykov1234	3	comment	государство
28251	28258	raskolrus	4	comment	государство
28251	28273	erykov1234	4	comment	государство
28251	28264	georg_lonsh	0	comment	государство
28271	28246	raskolrus	3	comment	государство
28271	28270	raskolrus	3	comment	государство
28271	28273	erykov1234	3	comment	государство
28271	28258	erykov1234	3	comment	государство
28271	28246	georg_lonsh	3	comment	государство
28271	28243	erykov1234	4	comment	государство
28271	28257	raskolrus	4	comment	государство
28269	28244	georg_lonsh	4	comment	государство
28269	28266	georg_lonsh	4	comment	государство
28269	28262	erykov1234	4	comment	государство
28255	28257	erykov1234	4	comment	государство
28255	28273	georg_lonsh	0	comment	государство
28255	28246	georg_lonsh	3	comment	государство
28255	28258	raskolrus	0	comment	государство
28267	28261	georg_lonsh	3	comment	государство
28267	28250	georg_lonsh	3	comment	государство
28267	28246	erykov1234	4	comment	государство
28267	28253	raskolrus	3	comment	государство
28267	28259	raskolrus	3	comment	государство
28267	28251	raskolrus	3	comment	государство
28268	28246	erykov1234	4	comment	государство
28268	28244	erykov1234	4	comment	государство
28268	28257	raskolrus	3	comment	государство
28268	28256	georg_lonsh	0	comment	государство
28263	28270	georg_lonsh	4	comment	государство
28263	28254	erykov1234	4	comment	государство
28263	28252	georg_lonsh	3	comment	государство
28263	28266	erykov1234	1	comment	государство
28263	28248	raskolrus	4	comment	государство
28263	28255	georg_lonsh	3	comment	государство
