identifier1	identifier2	annotator	judgment	comment	lemma
28000	28029	raskolrus	4	comment	жена
28000	28016	georg_lonsh	4	comment	жена
27997	28006	georg_lonsh	4	comment	жена
27997	28008	georg_lonsh	4	comment	жена
27997	28019	georg_lonsh	4	comment	жена
27997	28027	georg_lonsh	4	comment	жена
27997	28016	georg_lonsh	4	comment	жена
28006	28018	georg_lonsh	2	comment	жена
28006	28020	erykov1234	4	comment	жена
28009	28025	georg_lonsh	4	comment	жена
28009	27999	georg_lonsh	4	comment	жена
28009	28013	erykov1234	4	comment	жена
28009	28021	raskolrus	4	comment	жена
28009	28007	erykov1234	4	comment	жена
28009	28011	erykov1234	3	comment	жена
28020	28025	georg_lonsh	4	comment	жена
28020	28013	erykov1234	4	comment	жена
28020	28008	erykov1234	3	comment	жена
28020	28027	georg_lonsh	4	comment	жена
28020	28004	erykov1234	4	comment	жена
28020	28013	raskolrus	4	comment	жена
28020	28006	raskolrus	4	comment	жена
28020	27995	raskolrus	4	comment	жена
28020	28028	georg_lonsh	4	comment	жена
28020	28018	raskolrus	2	comment	жена
28028	27998	raskolrus	4	comment	жена
28028	28022	raskolrus	4	comment	жена
28028	28010	raskolrus	4	comment	жена
28028	28026	raskolrus	4	comment	жена
28028	28012	raskolrus	4	comment	жена
28028	28009	raskolrus	4	comment	жена
28007	28001	erykov1234	2	comment	жена
28007	27998	raskolrus	4	comment	жена
28007	28008	raskolrus	4	comment	жена
28007	28004	raskolrus	4	comment	жена
28007	27997	raskolrus	4	comment	жена
28007	28016	raskolrus	4	comment	жена
28007	28018	erykov1234	1	comment	жена
28007	28024	raskolrus	4	comment	жена
28014	28013	erykov1234	3	comment	жена
28014	28015	georg_lonsh	4	comment	жена
28014	28026	georg_lonsh	4	comment	жена
28013	27998	georg_lonsh	4	comment	жена
28013	28014	georg_lonsh	4	comment	жена
27996	28011	raskolrus	4	comment	жена
27996	28020	raskolrus	4	comment	жена
27996	28015	georg_lonsh	4	comment	жена
27996	28005	erykov1234	4	comment	жена
27996	28008	erykov1234	3	comment	жена
28005	27995	raskolrus	4	comment	жена
28005	27999	raskolrus	4	comment	жена
28002	28009	georg_lonsh	4	comment	жена
28002	28024	erykov1234	4	comment	жена
28002	27995	raskolrus	4	comment	жена
28002	27995	erykov1234	3	comment	жена
28002	28020	raskolrus	4	comment	жена
28008	28003	erykov1234	4	comment	жена
28008	28019	erykov1234	3	comment	жена
28008	28021	raskolrus	4	comment	жена
28008	28016	georg_lonsh	4	comment	жена
28008	28019	georg_lonsh	4	comment	жена
28008	28022	georg_lonsh	4	comment	жена
28008	28014	georg_lonsh	4	comment	жена
28008	27998	georg_lonsh	4	comment	жена
28001	28004	raskolrus	4	comment	жена
28001	28009	erykov1234	4	comment	жена
28001	28018	raskolrus	2	comment	жена
28001	27999	erykov1234	4	comment	жена
28001	28013	georg_lonsh	4	comment	жена
28001	28026	erykov1234	2	comment	жена
28001	28002	georg_lonsh	4	comment	жена
28010	27996	georg_lonsh	4	comment	жена
28010	28008	raskolrus	4	comment	жена
28010	28021	raskolrus	4	comment	жена
28010	28023	georg_lonsh	4	comment	жена
28010	28017	raskolrus	4	comment	жена
28010	27998	georg_lonsh	4	comment	жена
28010	27995	georg_lonsh	4	comment	жена
28010	27995	erykov1234	4	comment	жена
28025	28014	erykov1234	0	comment	жена
28025	28023	erykov1234	4	comment	жена
28025	28022	georg_lonsh	4	comment	жена
28025	28003	erykov1234	4	comment	жена
28025	28008	erykov1234	3	comment	жена
28025	28018	georg_lonsh	2	comment	жена
27995	28019	erykov1234	3	comment	жена
27995	28023	georg_lonsh	4	comment	жена
27995	28017	erykov1234	0	comment	жена
27995	28017	georg_lonsh	4	comment	жена
27995	28027	georg_lonsh	4	comment	жена
27999	28006	erykov1234	3	comment	жена
27999	28029	georg_lonsh	4	comment	жена
28018	27995	georg_lonsh	2	comment	жена
28018	28004	georg_lonsh	2	comment	жена
28018	28010	erykov1234	1	comment	жена
28018	28027	erykov1234	1	comment	жена
28018	28005	raskolrus	2	comment	жена
28021	28028	raskolrus	4	comment	жена
28021	28027	erykov1234	3	comment	жена
28021	27998	georg_lonsh	3	comment	жена
28021	28006	raskolrus	4	comment	жена
28021	28008	erykov1234	3	comment	жена
28021	28013	erykov1234	3	comment	жена
28021	28005	georg_lonsh	4	comment	жена
28026	28020	raskolrus	4	comment	жена
28026	27995	raskolrus	4	comment	жена
28026	28003	erykov1234	4	comment	жена
28026	28009	georg_lonsh	4	comment	жена
28026	28018	erykov1234	1	comment	жена
28026	28021	georg_lonsh	4	comment	жена
28026	28005	georg_lonsh	4	comment	жена
28026	28029	erykov1234	4	comment	жена
