lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang	user
рука	NN	example	22	22_рука_364076		Раздаются сильные жалобы на порядок снабжения армий мясными консервами, дело в том, что англичане закупили массы таких консервов не только в Англии и Австралии, но и в Америке, и оказывается, что их друзья-- американцы продали им массы консервов, оставшихся у торговцев на руках после Кубинской экспедиции.	273:278	0:306	28072	sem_cluster	ru	ek.gavrishina
рука	NN	example	22	22_рука_225133		Он подошел к кровати и с полминуты мы оба держали в руках это историческое одеяло.	52:57	0:82	28076	sem_cluster	ru	ek.gavrishina
рука	NN	example	22	22_рука_307746		И, вместе с этою мыслью, Бероева торопливо опустила руку в карман, достала носовой платок и села на постели.	52:56	0:108	28080	sem_cluster	ru	ek.gavrishina
рука	NN	example	22	22_рука_345080		Я сказал ему, что приехал от его императорского высочества наследника; он взял меня за руку и отвел в сторону.	87:91	0:110	28086	sem_cluster	ru	ek.gavrishina
рука	NN	example	22	22_рука_348398		Вы знаете, добрая моя, je me tue a demontrer, что Александр Ильич, хоть он и ума палата, и учен, и энергичен, без такой жены, как вы, не был бы тем, что он есть! N’est-ce pas, petit?-- спросила гостья сына и, не дожидаясь его ответа, опять прикоснулась рукой к плечу хозяйки.	253:258	0:275	28066	sem_cluster	ru	ek.gavrishina
рука	NN	example	22	22_рука_290655		Оленушка рассмеялась своим тихим, ласковым смехом и поцеловала руку мужа...	63:67	0:75	28090	sem_cluster	ru	ek.gavrishina
рука	NN	example	22	22_рука_205237		«Ее глаза зелены...»,«Я еду на свою родину...»,«Вы почти оторвали мою руку...»	70:74	0:78	28099	sem_cluster	ru	ek.gavrishina
рука	NN	example	22	22_рука_260578		Ольга поднималась и падала назад, лежа на его руке, и кричала:«Тоня!	46:50	0:68	28074	sem_cluster	ru	ek.gavrishina
рука	NN	example	22	22_рука_26126		Они совершенно забыли придать запущенный вид рукам своей жертвы, что не ускользнуло от опытного глаза моего коллеги.	45:50	0:116	28085	sem_cluster	ru	ek.gavrishina
рука	NN	example	22	22_рука_329395		На него не установишься своими зелеными буркалами, его не укусишь, как намеднись меня хватала за руку.	97:101	0:102	28093	sem_cluster	ru	ek.gavrishina
рука	NN	example	22	22_рука_300886		Утром Половодов дождался, когда проснется жена, и даже несколько увлекся, взглянув, как она сладко спала на своей расшитой подушке, раскинув белые полные руки.	154:158	0:159	28070	sem_cluster	ru	ek.gavrishina
рука	NN	example	22	22_рука_50634		Фридочка долго не выпускала ее из рук, читала без конца себе и другим, восхищалась, сама переписала ее на машинке и раздарила экземпляры друзьям; но однажды сказала мне:	34:37	0:169	28089	sem_cluster	ru	ek.gavrishina
рука	NN	example	22	22_рука_190857		Цепь в это время, заходя с флангов, сомкнулась и окружила пришельцев кольцом; воины стояли плечом к плечу с оружием в руках и вполголоса обменивались впечатлениями по поводу одежды, обуви, котомок, топоров за поясом и блестящих палок на спине чужеземцев.	118:123	0:254	28092	sem_cluster	ru	ek.gavrishina
рука	NN	example	22	22_рука_5065		Мы глядим в телевизор, по экрану бежит парень в майке и пуленепробиваемом жилете, повязанный дурацкой косынкой, с автоматом в детской худой руке.	140:144	0:145	28077	sem_cluster	ru	ek.gavrishina
рука	NN	example	22	22_рука_15719		Он махал рукой в сторону окна.	9:14	0:30	28088	sem_cluster	ru	ek.gavrishina
рука	NN	example	22	22_рука_290981		Иешуа встал и положил ей руку на голову.	25:29	0:40	28098	sem_cluster	ru	ek.gavrishina
рука	NN	example	22	22_рука_87115		И бился, и взмахивал обрубками рук,	31:34	0:35	28091	sem_cluster	ru	ek.gavrishina
рука	NN	example	22	22_рука_234042		В руках танцующих короткие деревянные палки.	2:7	0:44	28065	sem_cluster	ru	ek.gavrishina
рука	NN	example	22	22_рука_129836		Пропорции изображения кажутся искаженными, на переднем плане увеличенных размеров голова человека, рыбы, на заднем плане ноги, руки и т. д.	127:131	0:139	28083	sem_cluster	ru	ek.gavrishina
рука	NN	example	22	22_рука_97307		Временами он откладывал хлеб и масло, дышал на руки, а потом снова принимался за свое дело.	47:51	0:91	28078	sem_cluster	ru	ek.gavrishina
