lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang	user
результат	NN	example	22	22_результат_32987		Исследуя пути Господни в устройстве Вселенной и зная, как опыт и язык математики позволяют познавать это устройство, Галилей защищал Библию от чуждых ей задач и, соответственно, от противоречий с результатами научного познания.	196:208	0:227	28348	sem_cluster	ru	ek.gavrishina
результат	NN	example	22	22_результат_3779		В результате все нервы, весь ненужный адреналин израсходовались на эти переживания, и получился, может быть, лучший«Чайльд Гарольд» в Италии и в моей жизни.	2:12	0:156	28352	sem_cluster	ru	ek.gavrishina
результат	NN	example	22	22_результат_29350		остальных трансформаторов-- в зависимости от их состояния и результатов диагностического контроля.	60:71	0:98	28367	sem_cluster	ru	ek.gavrishina
результат	NN	example	22	22_результат_15466		В соответствии с пунктом 1 статьи 122 Налогового кодекса Российской Федерации-- неуплата или неполная уплата сумм налога в результате занижения налоговой базы, иного неправильного исчисления налога или других неправомерных действий(бездействий) влечет взыскание штрафа в размере 20% от неуплаченных сумм налога.	123:133	0:311	28379	sem_cluster	ru	ek.gavrishina
результат	NN	example	22	22_результат_217		Одни вообще не связывают судебную реформу с достижением такого результата(так считают люди в мантиях в Центральном, Приволжском и Северо-западном федеральных округах), другие, наоборот, относят его к числу приоритетов(в Южном и Уральском округах).	63:73	0:247	28368	sem_cluster	ru	ek.gavrishina
результат	NN	example	22	22_результат_60888		И в результате оказалось, что«естественная» философия превратилась в самую сухую и самую отвлеченную метафизическую систему.	4:14	0:124	28359	sem_cluster	ru	ek.gavrishina
результат	NN	example	22	22_результат_10427		Нетрудно и заметить, что: в других сектах болезнь, приведшая к гибели Джонстауна, либо находилась и находится в самой зачаточной форма, в начальнейшей стадии, либо протекает так слабо, что ее симптомы выражены еще плохо, их трудно выделить, а конечный результат болезни-- самоубийство заболевшего общества-- является и вовсе невероятной.	252:261	0:337	28357	sem_cluster	ru	ek.gavrishina
результат	NN	example	22	22_результат_57689		Размеры и расположение будки, конечно, не соответствовали правилам, принятым в метеорологии, так что наблюдения температур, влажности и силы ветра должны были дать результаты, несколько отличающиеся от тех, какие могла бы дать станция, устроенная вне оазиса и согласно требованиям науки.	164:174	0:287	28351	sem_cluster	ru	ek.gavrishina
результат	NN	example	22	22_результат_49657		В результате Аленушка приходит к абсолютно несоответствующему действительности заключению, будто Моржов-- гомосексуалист.	2:12	0:121	28358	sem_cluster	ru	ek.gavrishina
результат	NN	example	22	22_результат_16954		Результаты анкетирования свидетельствуют о преобладании в г.	0:10	0:60	28364	sem_cluster	ru	ek.gavrishina
результат	NN	example	22	22_результат_66477		Во всех случаях, когда результаты огневой деятельности не оправдывают расхода снарядов, виновных в перерасходе привлекать к суровой ответственности и наказывать как за тяжелый дисциплинарный проступок.	23:33	0:201	28370	sem_cluster	ru	ek.gavrishina
результат	NN	example	22	22_результат_2809		Убытки, понесенные в результате этого простоя, исчислялись сотнями тысяч рублей, не считая валюты, но это решительно никого не волновало: карман ведь не свой-- государственный.	21:31	0:176	28373	sem_cluster	ru	ek.gavrishina
результат	NN	example	22	22_результат_38190		Согласованное использование принципиально новой статистики, с одной стороны, и результатов социологических обследований-- с другой, позволяет совершенно по-иному представить образовательную и экономическую деятельность образовательных учреждений, обеспечить многофакторный анализ статистических и социологических данных.	79:90	0:320	28363	sem_cluster	ru	ek.gavrishina
результат	NN	example	22	22_результат_44667		419 Постулируя«верное» изображение реальности, соцреализм не сообщает, каким именно, в том числе и в чисто формальном отношении, должен быть конечный результат.	150:159	0:160	28354	sem_cluster	ru	ek.gavrishina
результат	NN	example	22	22_результат_19345		В результате всех схем в«черную дыру» Токобанка оказались втянуты многие крупные российские предприятия.	2:12	0:104	28365	sem_cluster	ru	ek.gavrishina
результат	NN	example	22	22_результат_1962		Мы уходим из Приднестровья и миримся с тем, что непризнанная республика возвращается в лоно Молдовы, или тут идет сверхсложная, умная и тонкая дипломатическая игра, в результате которой неминуемо победят интересы Москвы?	167:177	0:220	28369	sem_cluster	ru	ek.gavrishina
результат	NN	example	22	22_результат_72965		Война на юге не имела таких же счастливых результатов потому, что верный наш союзник Наполеон подстрекал против нас Турцию, между тем как враги наши, англичане, ей помогали.	42:53	0:173	28378	sem_cluster	ru	ek.gavrishina
