lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang	user
друг	NN	example	22	22_друг_70763		В душных поцелуях, в хмеле тела ищут друг друга.	37:41	0:48	29641	sem_cluster_plus	ru	ek.gavrishina
друг	NN	example	22	22_друг_107987		-- Напрасно, мой друг, ты так думаешь!..	17:21	0:40	29645	sem_cluster_plus	ru	ek.gavrishina
друг	NN	example	22	22_друг_105286		Граф продиктовал мне тотчас своим лаконическим языком ответы, начинавшиеся словами:«любезный друг», без означения имени и отчества, подписал, и, передав мне эти имена и отчества для написания в адресах, велел мне запечатать письма и отослал куда следовало.	93:97	0:256	29644	sem_cluster_plus	ru	ek.gavrishina
друг	NN	example	22	22_друг_68409		Боевая песня была верным другом и спутником бойцов Красной армии в годы гражданской войны.	25:31	0:90	29628	sem_cluster_plus	ru	ek.gavrishina
друг	NN	example	22	22_друг_29935		На церемонии, состоявшейся в торжественной обстановке в городском суде города Бют, невесту представлял Эд Клайн, большой друг нашей семьи(это о нем я писал выше как о создателе вместе с Чалидзе“Хроники-Пресс”).	121:125	0:210	29630	sem_cluster_plus	ru	ek.gavrishina
друг	NN	example	22	22_друг_92206		Друзья отца моего укрыли меня в его доме, но обо мне узнали, и я была отравлена.	36:40	0:80	29639	sem_cluster_plus	ru	ek.gavrishina
друг	NN	example	22	22_друг_9285		Впрочем, сделал он это не по забывчивости и не из-за спешки, а после вполне здравого размышления и совета с друзьями.	108:116	0:117	29652	sem_cluster_plus	ru	ek.gavrishina
друг	NN	example	22	22_друг_84492		Когда мы с сестрицей вошли туда, бабушка, все тетушки и двоюродные наши сестры, повязанные черными платками, а иные и в черных платках на шее, сидели молча друг возле друга; оба дяди также были там; общий вид этой картины произвел на меня тяжелое впечатление.	156:160	0:259	29661	sem_cluster_plus	ru	ek.gavrishina
друг	NN	example	22	22_друг_80439		Лишь один Тихиков остался без друзей закадычных.	30:36	0:48	29632	sem_cluster_plus	ru	ek.gavrishina
друг	NN	example	22	22_друг_64569		Зато, мой друг, ты написал две поэмы и несколько десятков стихотворений.	10:14	0:72	29650	sem_cluster_plus	ru	ek.gavrishina
друг	NN	example	22	22_друг_92452		-- Да, мой друг,-- говорил он,-- это не так легко, и не одно поколение нужно, чтоб сделаться порядочным человеком и не чувствовать стеснения...	11:15	0:143	29648	sem_cluster_plus	ru	ek.gavrishina
друг	NN	example	22	22_друг_14592		У Лиды Пугачевой почему-то нелады с Ириной Федоровной— чуть что, готовы вцепиться друг в друга.	82:86	0:95	29655	sem_cluster_plus	ru	ek.gavrishina
друг	NN	example	22	22_друг_4464		Друзья Натана, в том числе и я, часто обвиняли его, что он разбрасывается-- много пишет всяких, на наш взгляд, необязательных книжек, в том числе детгизовских, где занимается популяризацией истории; что ему следовало при таком уме и таланте сосредоточиться на главном.	0:6	0:268	29634	sem_cluster_plus	ru	ek.gavrishina
друг	NN	example	22	22_друг_68057		«Так же ставил проблему Израиля и его признанный друг В. Соловьев.	49:53	0:66	29649	sem_cluster_plus	ru	ek.gavrishina
друг	NN	example	22	22_друг_16156		Я-- без гнезда, без друзей, без своих и чужих.	20:26	0:46	29629	sem_cluster_plus	ru	ek.gavrishina
друг	NN	example	22	22_друг_536		Но мне бы хотелось услышать мнение по данному поводу людей, которые были моими друзьями и коллегами: члена совета директоров телекомпании НТВ Леонида Парфенова, главного редактора канала Татьяны Митковой, журналиста Савика Шустера.	79:87	0:231	29659	sem_cluster_plus	ru	ek.gavrishina
друг	NN	example	22	22_друг_22307		Как только начальник экспедиции и капитан доходят до крайней степени ненависти друг к другу, так Гегель может спать спокойно-- толк будет!	79:83	0:138	29637	sem_cluster_plus	ru	ek.gavrishina
друг	NN	example	22	22_друг_107881		-- Ты уже идешь, друг?-- сказал Валериан таким голосом, который растерзал бы душу самую нечувствительную.	17:21	0:105	29642	sem_cluster_plus	ru	ek.gavrishina
друг	NN	example	22	22_друг_23635		Здесь был и мой друг, летчик Илья Мазурук, который«повезет» Марка на полюс, и Ивенс, напоминавший мне:«Так не забудь о женщинах Вьетнама!»-- наказ снять эпизод для его будущего фильма о международном движении женщин в борьбе за мир…	16:20	0:232	29657	sem_cluster_plus	ru	ek.gavrishina
друг	NN	example	22	22_друг_66890		Боевая песня была верным другом и спутником бойцов Красной Армии в годы гражданской войны.	25:31	0:90	29638	sem_cluster_plus	ru	ek.gavrishina
друг	NN	example	22	22_друг_78730		Вот и друзьям в Китае, видимо, стало труднее.	6:13	0:45	29656	sem_cluster_plus	ru	ek.gavrishina
друг	NN	example	22	22_друг_37317		-- Слон, друзья, состоит из частей,-- начал Ваня.	9:15	0:49	29635	sem_cluster_plus	ru	ek.gavrishina
друг	NN	example	22	22_друг_15837		Интеллигенты, друзья Бродского, молодые и старые, тоже присутствовали, но в меньшинстве.	14:20	0:88	29651	sem_cluster_plus	ru	ek.gavrishina
