identifier1	identifier2	annotator	judgment	comment	lemma
27612	27640	erykov1234	3	comment	мир
27612	27614	georg_lonsh	3	comment	мир
27612	27625	erykov1234	4	comment	мир
27612	27615	georg_lonsh	2	comment	мир
27612	27627	georg_lonsh	3	comment	мир
27612	27638	raskolrus	4	comment	мир
27612	27616	erykov1234	4	comment	мир
27612	27618	georg_lonsh	3	comment	мир
27612	27621	georg_lonsh	3	comment	мир
27612	27643	georg_lonsh	4	comment	мир
27612	27623	georg_lonsh	4	comment	мир
27612	27637	erykov1234	1	comment	мир
27620	27616	erykov1234	3	comment	мир
27620	27613	erykov1234	4	comment	мир
27620	27630	raskolrus	4	comment	мир
27620	27625	georg_lonsh	0	comment	мир
27620	27629	erykov1234	0	comment	мир
27620	27633	erykov1234	2	comment	мир
27620	27637	georg_lonsh	2	comment	мир
27620	27642	georg_lonsh	0	comment	мир
27636	27644	erykov1234	1	comment	мир
27636	27630	erykov1234	1	comment	мир
27636	27610	raskolrus	3	comment	мир
27636	27614	raskolrus	2	comment	мир
27636	27627	erykov1234	1	comment	мир
27636	27611	georg_lonsh	4	comment	мир
27636	27632	georg_lonsh	3	comment	мир
27636	27621	raskolrus	3	comment	мир
27636	27618	raskolrus	2	comment	мир
27626	27637	georg_lonsh	4	comment	мир
27626	27632	georg_lonsh	2	comment	мир
27626	27639	erykov1234	1	comment	мир
27626	27618	erykov1234	1	comment	мир
27626	27614	georg_lonsh	2	comment	мир
27626	27631	erykov1234	1	comment	мир
27626	27641	georg_lonsh	0	comment	мир
27626	27611	erykov1234	1	comment	мир
27626	27610	erykov1234	1	comment	мир
27626	27640	georg_lonsh	2	comment	мир
27640	27633	raskolrus	4	comment	мир
27640	27642	raskolrus	2	comment	мир
27640	27643	georg_lonsh	4	comment	мир
27640	27620	georg_lonsh	4	comment	мир
27640	27639	georg_lonsh	3	comment	мир
27628	27616	raskolrus	4	comment	мир
27628	27625	erykov1234	2	comment	мир
27628	27630	raskolrus	2	comment	мир
27628	27619	erykov1234	2	comment	мир
27628	27635	raskolrus	2	comment	мир
27628	27641	georg_lonsh	2	comment	мир
27628	27629	erykov1234	0	comment	мир
27628	27630	georg_lonsh	0	comment	мир
27628	27624	georg_lonsh	3	comment	мир
27628	27635	georg_lonsh	3	comment	мир
27637	27625	raskolrus	1	comment	мир
27637	27643	georg_lonsh	2	comment	мир
27637	27636	raskolrus	1	comment	мир
27637	27632	erykov1234	1	comment	мир
27637	27619	erykov1234	1	comment	мир
27637	27640	georg_lonsh	2	comment	мир
27637	27612	georg_lonsh	2	comment	мир
27637	27615	raskolrus	4	comment	мир
27637	27635	georg_lonsh	0	comment	мир
27637	27616	georg_lonsh	2	comment	мир
27637	27641	erykov1234	1	comment	мир
27634	27642	raskolrus	4	comment	мир
27634	27631	erykov1234	1	comment	мир
27634	27616	raskolrus	4	comment	мир
27634	27622	georg_lonsh	2	comment	мир
27634	27617	georg_lonsh	3	comment	мир
27634	27614	georg_lonsh	3	comment	мир
27634	27640	erykov1234	2	comment	мир
27634	27611	georg_lonsh	3	comment	мир
27634	27639	georg_lonsh	0	comment	мир
27634	27624	erykov1234	2	comment	мир
27634	27628	raskolrus	4	comment	мир
27634	27631	raskolrus	3	comment	мир
27634	27625	erykov1234	1	comment	мир
27634	27643	georg_lonsh	3	comment	мир
27634	27638	raskolrus	4	comment	мир
27634	27630	erykov1234	2	comment	мир
27634	27627	raskolrus	2	comment	мир
27634	27620	erykov1234	3	comment	мир
27623	27624	georg_lonsh	4	comment	мир
27623	27642	georg_lonsh	3	comment	мир
27623	27619	erykov1234	3	comment	мир
27623	27612	erykov1234	2	comment	мир
27623	27628	erykov1234	2	comment	мир
27623	27638	erykov1234	2	comment	мир
27623	27627	georg_lonsh	4	comment	мир
27623	27637	raskolrus	1	comment	мир
27623	27630	georg_lonsh	4	comment	мир
27623	27640	georg_lonsh	4	comment	мир
27623	27627	raskolrus	4	comment	мир
27610	27642	erykov1234	4	comment	мир
27610	27622	erykov1234	1	comment	мир
27610	27624	erykov1234	4	comment	мир
27610	27612	raskolrus	2	comment	мир
27610	27634	erykov1234	2	comment	мир
27610	27631	georg_lonsh	3	comment	мир
27610	27620	georg_lonsh	3	comment	мир
27610	27627	erykov1234	2	comment	мир
27610	27618	erykov1234	2	comment	мир
27610	27643	georg_lonsh	3	comment	мир
27610	27640	raskolrus	3	comment	мир
27610	27639	raskolrus	4	comment	мир
27617	27642	raskolrus	2	comment	мир
27617	27631	georg_lonsh	3	comment	мир
27617	27616	georg_lonsh	3	comment	мир
27617	27638	georg_lonsh	3	comment	мир
27617	27635	georg_lonsh	4	comment	мир
27617	27640	erykov1234	4	comment	мир
27617	27626	erykov1234	1	comment	мир
27617	27632	georg_lonsh	4	comment	мир
27617	27623	raskolrus	4	comment	мир
27617	27641	raskolrus	3	comment	мир
27617	27616	erykov1234	1	comment	мир
27613	27617	georg_lonsh	3	comment	мир
27613	27619	georg_lonsh	0	comment	мир
27613	27634	erykov1234	2	comment	мир
27613	27622	georg_lonsh	0	comment	мир
27613	27616	raskolrus	4	comment	мир
27613	27615	erykov1234	1	comment	мир
27613	27636	raskolrus	3	comment	мир
27613	27637	erykov1234	1	comment	мир
27613	27623	raskolrus	3	comment	мир
27615	27629	erykov1234	0	comment	мир
27615	27641	georg_lonsh	2	comment	мир
27615	27610	erykov1234	1	comment	мир
27615	27634	erykov1234	2	comment	мир
27615	27643	georg_lonsh	2	comment	мир
27615	27638	georg_lonsh	2	comment	мир
27615	27642	raskolrus	4	comment	мир
27615	27621	erykov1234	1	comment	мир
27615	27626	erykov1234	3	comment	мир
27615	27613	raskolrus	1	comment	мир
27616	27621	raskolrus	3	comment	мир
27616	27638	erykov1234	2	comment	мир
27616	27644	georg_lonsh	3	comment	мир
27616	27643	georg_lonsh	3	comment	мир
27616	27627	erykov1234	2	comment	мир
27616	27639	erykov1234	2	comment	мир
27616	27632	raskolrus	3	comment	мир
27616	27635	raskolrus	2	comment	мир
27616	27637	raskolrus	1	comment	мир
27616	27640	raskolrus	2	comment	мир
27616	27631	georg_lonsh	3	comment	мир
27633	27622	georg_lonsh	2	comment	мир
27633	27632	georg_lonsh	4	comment	мир
27633	27638	georg_lonsh	3	comment	мир
27633	27627	erykov1234	1	comment	мир
27633	27639	erykov1234	2	comment	мир
27633	27612	erykov1234	1	comment	мир
27633	27618	georg_lonsh	0	comment	мир
27633	27626	raskolrus	2	comment	мир
27633	27612	georg_lonsh	3	comment	мир
27633	27622	erykov1234	1	comment	мир
27633	27638	raskolrus	3	comment	мир
27633	27637	raskolrus	0	comment	мир
27633	27626	erykov1234	1	comment	мир
27625	27627	erykov1234	1	comment	мир
27625	27624	raskolrus	2	comment	мир
27625	27613	georg_lonsh	3	comment	мир
27625	27626	georg_lonsh	2	comment	мир
27625	27631	raskolrus	1	comment	мир
27625	27633	erykov1234	3	comment	мир
27625	27624	georg_lonsh	0	comment	мир
27641	27635	raskolrus	2	comment	мир
27641	27632	raskolrus	2	comment	мир
27641	27613	georg_lonsh	3	comment	мир
27641	27615	erykov1234	1	comment	мир
27641	27644	erykov1234	2	comment	мир
27622	27635	raskolrus	1	comment	мир
27622	27611	raskolrus	1	comment	мир
27643	27618	georg_lonsh	4	comment	мир
27643	27614	georg_lonsh	4	comment	мир
27643	27624	raskolrus	4	comment	мир
27643	27630	erykov1234	3	comment	мир
27643	27617	raskolrus	4	comment	мир
27643	27615	raskolrus	1	comment	мир
27643	27635	raskolrus	4	comment	мир
27643	27644	raskolrus	0	comment	мир
27643	27640	raskolrus	0	comment	мир
27618	27635	raskolrus	2	comment	мир
27618	27626	georg_lonsh	2	comment	мир
27618	27643	raskolrus	3	comment	мир
27618	27630	georg_lonsh	3	comment	мир
27618	27630	erykov1234	3	comment	мир
27618	27634	georg_lonsh	3	comment	мир
27618	27644	raskolrus	3	comment	мир
27618	27639	erykov1234	2	comment	мир
27618	27634	raskolrus	3	comment	мир
27618	27628	raskolrus	4	comment	мир
27618	27620	erykov1234	3	comment	мир
27630	27619	erykov1234	3	comment	мир
27630	27631	raskolrus	2	comment	мир
27630	27626	raskolrus	1	comment	мир
27630	27624	georg_lonsh	4	comment	мир
27630	27615	georg_lonsh	2	comment	мир
27630	27625	erykov1234	1	comment	мир
27630	27632	georg_lonsh	3	comment	мир
27630	27639	raskolrus	3	comment	мир
27630	27623	raskolrus	4	comment	мир
27639	27643	erykov1234	2	comment	мир
27639	27641	erykov1234	1	comment	мир
27639	27628	raskolrus	2	comment	мир
27639	27615	raskolrus	3	comment	мир
27639	27622	erykov1234	1	comment	мир
27639	27621	georg_lonsh	3	comment	мир
27639	27611	raskolrus	2	comment	мир
27639	27634	erykov1234	2	comment	мир
27639	27625	erykov1234	2	comment	мир
27639	27618	georg_lonsh	0	comment	мир
27639	27613	raskolrus	2	comment	мир
27615	27627	erykov1234	1	comment	мир
27615	27622	erykov1234	4	comment	мир
27611	27625	erykov1234	4	comment	мир
27611	27641	erykov1234	1	comment	мир
27627	27641	erykov1234	1	comment	мир
27627	27622	erykov1234	1	comment	мир
27625	27641	erykov1234	1	comment	мир
27625	27622	erykov1234	1	comment	мир
27641	27622	erykov1234	1	comment	мир
27615	27627	raskolrus	1	comment	мир
27615	27622	raskolrus	4	comment	мир
27611	27625	raskolrus	3	comment	мир
27611	27641	raskolrus	3	comment	мир
27627	27641	raskolrus	2	comment	мир
27627	27622	raskolrus	1	comment	мир
27625	27641	raskolrus	2	comment	мир
27625	27622	raskolrus	1	comment	мир
27641	27622	raskolrus	1	comment	мир
