lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang	user
лицо	NN	example	22	22_лицо_52346		Лицо у Марьюшки было длинное, смуглое, глазки черненькие, беспокойные.	0:4	0:70	27933	sem_cluster	ru	ek.gavrishina
лицо	NN	example	22	22_лицо_74392		Черты лица созданы из бесчисленного числа цветов, каждый из которых показан с натуралистической точностью.	6:10	0:106	27935	sem_cluster	ru	ek.gavrishina
лицо	NN	example	22	22_лицо_174609		Толстоватый мужчина с неприятно изрытым оспой лицом пересек сперва этот зал; донельзя оттопырился отворот его сюртука, оттого что он сюртуком перетянул свой живот почтенных размеров: это был редактор консервативной газеты из либеральных поповичей.	46:51	0:247	27939	sem_cluster	ru	ek.gavrishina
лицо	NN	example	22	22_лицо_33148		Большая, тяжелая работа лежала на плечах участкового; что-то сложное появилось в лице Анискина, когда он, несколько секунд постояв неподвижно, обернулся к центру комнаты, к попу Стриганову.	81:85	0:189	27949	sem_cluster	ru	ek.gavrishina
лицо	NN	example	22	22_лицо_84309		А то кровища по всей… по всему лицу.	31:35	0:36	27937	sem_cluster	ru	ek.gavrishina
лицо	NN	example	22	22_лицо_54550		Но хотя повесть будет написана от первого лица, она, конечно, не автобиографична.	42:46	0:81	27954	sem_cluster	ru	ek.gavrishina
лицо	NN	example	22	22_лицо_182423		Тогда Василий Петрович с таким лицом, будто убивал кого-то, сорвал с себя майку и закрутил ее на колонку.	31:36	0:105	27931	sem_cluster	ru	ek.gavrishina
лицо	NN	example	22	22_лицо_258805		На этот раз камора, в которую ввел меня Яков Петрович, заключала в себе лиц все чиновной породы.	72:75	0:96	27943	sem_cluster	ru	ek.gavrishina
лицо	NN	example	22	22_лицо_12569		Ведь у него был когда-то совсем другой облик, другое лицо.	53:57	0:58	27956	sem_cluster	ru	ek.gavrishina
лицо	NN	example	22	22_лицо_12467		Зная, что, очнувшись, Отелло еще не сразу придет в себя, Яго позволяет себе грубо и почти откровенно сказать в лицо ему что-то насмешливое.	111:115	0:139	27944	sem_cluster	ru	ek.gavrishina
лицо	NN	example	22	22_лицо_50443		Это был человек благородный и лицом, и сердцем.	30:35	0:47	27945	sem_cluster	ru	ek.gavrishina
лицо	NN	example	22	22_лицо_11337		В зал вошел рослый пожилой человек с крупными чертами лица и крупным носом.	54:58	0:75	27957	sem_cluster	ru	ek.gavrishina
лицо	NN	example	22	22_лицо_165971		И почему лицо его показалось мне таким старым?	9:13	0:46	27942	sem_cluster	ru	ek.gavrishina
лицо	NN	example	22	22_лицо_49709		Принесли две настольные лампы и направили ему прямо в лицо.	54:58	0:59	27925	sem_cluster	ru	ek.gavrishina
лицо	NN	example	22	22_лицо_60742		Надо было слушать ее самое, видеть ее гневное лицо.	46:50	0:51	27946	sem_cluster	ru	ek.gavrishina
лицо	NN	example	22	22_лицо_224610		Вот впереди других идет сухопарая невысокого роста старушка с умным лицом и добродушным взором живых голубых глаз.	68:73	0:114	27953	sem_cluster	ru	ek.gavrishina
лицо	NN	example	22	22_лицо_28520		Но когда он шагнул в сторону подъезда, где меня держал другой, мне показалось его лицо знакомым.	82:86	0:96	27955	sem_cluster	ru	ek.gavrishina
лицо	NN	example	22	22_лицо_158442		Градоначальник заинтересовался порядком выдачи справок и удовлетворения просьб лиц, обращающихся в канцелярию градоначальства, и с этой целью лично провел два часа в канцелярии во время приема публики.	79:82	0:201	27948	sem_cluster	ru	ek.gavrishina
лицо	NN	example	22	22_лицо_273185		У умершихъ съ сими полосами шея и лице синее, подобно какъ отъ апоплексіи; потому незнающіе и почитали сіи знаки апоплектическими, а неязвенными, пока слѣдствія произшедшія отъ прикосковенія къ таковымъ мертвымъ о точной ихъ заразѣ увѣрили.	34:38	0:240	27941	sem_cluster	ru	ek.gavrishina
лицо	NN	example	22	22_лицо_117210		Он мало говорил, когда бывал в семье и сидел в стороне, понурив изнурённое лицо, едва опушённое светлыми волосами усов и бороды.	75:79	0:128	27930	sem_cluster	ru	ek.gavrishina
лицо	NN	example	22	22_лицо_169726		Их лица почти касались друг друга.	3:7	0:34	27934	sem_cluster	ru	ek.gavrishina
лицо	NN	example	22	22_лицо_93654		Если новый уголовный закон смягчает наказание за деяние, которое отбывается лицом, то это наказание подлежит сокращению в пределах, предусмотренных новым уголовным законом.	76:81	0:172	27952	sem_cluster	ru	ek.gavrishina
