identifier1	identifier2	annotator	judgment	comment	lemma
27957	27942	georg_lonsh	4	comment	лицо
27957	27949	georg_lonsh	4	comment	лицо
27957	27940	erykov1234	1	comment	лицо
27942	27925	georg_lonsh	4	comment	лицо
27942	27939	raskolrus	4	comment	лицо
27942	27947	erykov1234	1	comment	лицо
27942	27928	erykov1234	1	comment	лицо
27942	27929	raskolrus	2	comment	лицо
27942	27930	raskolrus	4	comment	лицо
27925	27930	raskolrus	4	comment	лицо
27925	27947	erykov1234	1	comment	лицо
27946	27957	georg_lonsh	4	comment	лицо
27946	27947	georg_lonsh	3	comment	лицо
27946	27925	georg_lonsh	4	comment	лицо
27946	27927	raskolrus	2	comment	лицо
27946	27950	georg_lonsh	4	comment	лицо
27946	27938	georg_lonsh	4	comment	лицо
27953	27925	erykov1234	3	comment	лицо
27953	27946	georg_lonsh	4	comment	лицо
27953	27931	erykov1234	3	comment	лицо
27953	27945	erykov1234	4	comment	лицо
27955	27937	raskolrus	4	comment	лицо
27955	27930	raskolrus	4	comment	лицо
27948	27952	georg_lonsh	4	comment	лицо
27948	27929	erykov1234	3	comment	лицо
27948	27934	raskolrus	2	comment	лицо
27941	27928	georg_lonsh	3	comment	лицо
27941	27931	raskolrus	4	comment	лицо
27941	27927	georg_lonsh	3	comment	лицо
27941	27927	erykov1234	1	comment	лицо
27941	27958	georg_lonsh	4	comment	лицо
27941	27938	erykov1234	4	comment	лицо
27941	27925	erykov1234	3	comment	лицо
27941	27932	georg_lonsh	4	comment	лицо
27930	27943	erykov1234	1	comment	лицо
27930	27931	erykov1234	3	comment	лицо
27934	27955	erykov1234	4	comment	лицо
27934	27942	erykov1234	4	comment	лицо
27934	27930	erykov1234	4	comment	лицо
27934	27938	raskolrus	4	comment	лицо
27934	27927	raskolrus	1	comment	лицо
27934	27958	raskolrus	4	comment	лицо
27952	27935	erykov1234	1	comment	лицо
27952	27958	erykov1234	1	comment	лицо
27952	27938	erykov1234	1	comment	лицо
27952	27957	raskolrus	2	comment	лицо
27952	27941	erykov1234	1	comment	лицо
27952	27937	raskolrus	2	comment	лицо
