identifier1	identifier2	annotator	judgment	comment	lemma
29527	29531	georg_lonsh	4	comment	человек
29527	29551	georg_lonsh	3	comment	человек
29527	29546	erykov1234	1	comment	человек
29527	29557	raskolrus	4	comment	человек
29544	29528	erykov1234	2	comment	человек
29544	29525	erykov1234	4	comment	человек
29544	29527	raskolrus	4	comment	человек
29523	29542	raskolrus	3	comment	человек
29523	29538	georg_lonsh	4	comment	человек
29523	29545	georg_lonsh	4	comment	человек
