identifier1	identifier2	annotator	judgment	comment	lemma
27812	27800	georg_lonsh	0	comment	год
27814	27785	erykov1234	1	comment	год
27814	27809	erykov1234	0	comment	год
27814	27807	erykov1234	1	comment	год
27814	27796	raskolrus	2	comment	год
27814	27809	georg_lonsh	0	comment	год
27814	27813	raskolrus	4	comment	год
27814	27817	erykov1234	1	comment	год
27787	27804	raskolrus	3	comment	год
27787	27790	raskolrus	2	comment	год
27787	27785	georg_lonsh	3	comment	год
27787	27811	erykov1234	1	comment	год
27787	27806	raskolrus	0	comment	год
27797	27808	raskolrus	3	comment	год
27797	27786	raskolrus	3	comment	год
27797	27813	georg_lonsh	0	comment	год
27797	27812	georg_lonsh	4	comment	год
27797	27815	raskolrus	3	comment	год
27797	27791	georg_lonsh	4	comment	год
27797	27802	raskolrus	4	comment	год
27797	27788	raskolrus	4	comment	год
27797	27786	erykov1234	1	comment	год
27788	27795	raskolrus	4	comment	год
27788	27798	erykov1234	4	comment	год
27788	27789	raskolrus	4	comment	год
27788	27810	raskolrus	4	comment	год
27785	27793	georg_lonsh	0	comment	год
27785	27814	georg_lonsh	4	comment	год
27785	27801	erykov1234	1	comment	год
27785	27805	georg_lonsh	4	comment	год
27785	27803	erykov1234	2	comment	год
27785	27792	raskolrus	2	comment	год
27791	27810	georg_lonsh	4	comment	год
27791	27793	georg_lonsh	4	comment	год
27791	27809	raskolrus	0	comment	год
27791	27814	raskolrus	3	comment	год
27789	27796	georg_lonsh	3	comment	год
27789	27792	erykov1234	4	comment	год
27789	27790	erykov1234	1	comment	год
27789	27797	raskolrus	4	comment	год
27795	27786	erykov1234	4	comment	год
27795	27803	erykov1234	3	comment	год
27795	27815	erykov1234	4	comment	год
27795	27810	erykov1234	1	comment	год
27795	27807	georg_lonsh	0	comment	год
27795	27797	erykov1234	1	comment	год
27809	27810	raskolrus	0	comment	год
27809	27803	georg_lonsh	0	comment	год
27809	27795	raskolrus	0	comment	год
27809	27813	georg_lonsh	0	comment	год
27809	27817	georg_lonsh	0	comment	год
27809	27785	raskolrus	0	comment	год
27801	27791	georg_lonsh	4	comment	год
27801	27813	raskolrus	3	comment	год
27801	27792	erykov1234	4	comment	год
27801	27793	raskolrus	4	comment	год
27801	27790	erykov1234	1	comment	год
27815	27818	erykov1234	1	comment	год
27815	27805	georg_lonsh	0	comment	год
27815	27812	georg_lonsh	3	comment	год
27815	27804	raskolrus	4	comment	год
27815	27807	erykov1234	4	comment	год
27815	27805	raskolrus	4	comment	год
27800	27788	erykov1234	4	comment	год
27800	27809	erykov1234	0	comment	год
27800	27797	raskolrus	4	comment	год
27800	27797	georg_lonsh	4	comment	год
27800	27791	raskolrus	4	comment	год
27800	27796	erykov1234	1	comment	год
27800	27804	raskolrus	3	comment	год
27811	27802	georg_lonsh	3	comment	год
27811	27808	georg_lonsh	0	comment	год
27811	27812	georg_lonsh	0	comment	год
27811	27815	georg_lonsh	4	comment	год
27811	27785	erykov1234	1	comment	год
27811	27818	georg_lonsh	3	comment	год
27811	27796	erykov1234	4	comment	год
27811	27797	raskolrus	3	comment	год
27811	27790	erykov1234	3	comment	год
27818	27800	georg_lonsh	4	comment	год
27818	27803	raskolrus	2	comment	год
27818	27796	georg_lonsh	4	comment	год
27818	27794	georg_lonsh	3	comment	год
27818	27788	georg_lonsh	0	comment	год
27792	27809	raskolrus	0	comment	год
27792	27813	georg_lonsh	3	comment	год
27792	27804	raskolrus	2	comment	год
27792	27803	erykov1234	3	comment	год
27792	27795	erykov1234	3	comment	год
27792	27799	erykov1234	2	comment	год
27792	27801	georg_lonsh	3	comment	год
27792	27815	erykov1234	4	comment	год
27792	27818	georg_lonsh	0	comment	год
27792	27789	raskolrus	2	comment	год
27792	27794	raskolrus	0	comment	год
27799	27795	georg_lonsh	4	comment	год
27799	27814	georg_lonsh	0	comment	год
27799	27793	georg_lonsh	3	comment	год
27799	27816	erykov1234	0	comment	год
27799	27813	georg_lonsh	4	comment	год
27799	27785	georg_lonsh	4	comment	год
27799	27795	raskolrus	4	comment	год
27810	27817	georg_lonsh	0	comment	год
27810	27789	erykov1234	3	comment	год
27810	27798	raskolrus	4	comment	год
27810	27817	erykov1234	4	comment	год
27810	27792	raskolrus	2	comment	год
27810	27802	georg_lonsh	0	comment	год
27810	27805	georg_lonsh	3	comment	год
27810	27798	georg_lonsh	4	comment	год
27810	27807	georg_lonsh	3	comment	год
27810	27800	georg_lonsh	4	comment	год
27810	27811	georg_lonsh	0	comment	год
27810	27788	georg_lonsh	0	comment	год
27807	27812	raskolrus	4	comment	год
27807	27806	erykov1234	4	comment	год
27807	27795	erykov1234	1	comment	год
27807	27796	georg_lonsh	4	comment	год
27807	27805	erykov1234	3	comment	год
27807	27801	raskolrus	3	comment	год
27804	27788	raskolrus	3	comment	год
27804	27793	georg_lonsh	3	comment	год
27804	27791	georg_lonsh	3	comment	год
27804	27805	georg_lonsh	4	comment	год
27804	27805	erykov1234	4	comment	год
27804	27786	georg_lonsh	0	comment	год
27794	27788	raskolrus	3	comment	год
27794	27788	georg_lonsh	3	comment	год
27794	27808	georg_lonsh	4	comment	год
27794	27799	raskolrus	3	comment	год
27794	27786	erykov1234	4	comment	год
27794	27817	erykov1234	1	comment	год
27798	27802	erykov1234	4	comment	год
27798	27804	raskolrus	0	comment	год
27798	27819	erykov1234	4	comment	год
27798	27815	raskolrus	3	comment	год
27798	27787	erykov1234	3	comment	год
27798	27788	raskolrus	4	comment	год
27798	27797	georg_lonsh	0	comment	год
27798	27815	georg_lonsh	3	comment	год
27786	27791	erykov1234	1	comment	год
27786	27787	georg_lonsh	3	comment	год
27786	27806	erykov1234	1	comment	год
27786	27797	georg_lonsh	3	comment	год
27786	27812	erykov1234	1	comment	год
27786	27806	georg_lonsh	4	comment	год
27786	27807	erykov1234	1	comment	год
27786	27789	raskolrus	3	comment	год
27786	27817	georg_lonsh	0	comment	год
27793	27818	raskolrus	4	comment	год
27793	27811	erykov1234	1	comment	год
27793	27805	georg_lonsh	0	comment	год
27793	27786	georg_lonsh	0	comment	год
27793	27813	erykov1234	1	comment	год
27806	27800	georg_lonsh	0	comment	год
27806	27811	erykov1234	1	comment	год
27806	27819	georg_lonsh	3	comment	год
27806	27810	georg_lonsh	0	comment	год
27806	27808	georg_lonsh	4	comment	год
27806	27803	raskolrus	4	comment	год
27806	27790	raskolrus	3	comment	год
27806	27818	georg_lonsh	3	comment	год
27808	27796	georg_lonsh	4	comment	год
27808	27798	raskolrus	4	comment	год
27808	27802	georg_lonsh	3	comment	год
27808	27792	georg_lonsh	3	comment	год
27808	27810	georg_lonsh	3	comment	год
27790	27814	georg_lonsh	3	comment	год
27790	27797	erykov1234	1	comment	год
27790	27810	georg_lonsh	3	comment	год
27790	27795	erykov1234	1	comment	год
27790	27786	erykov1234	1	comment	год
27790	27799	erykov1234	1	comment	год
27803	27813	raskolrus	3	comment	год
27803	27806	erykov1234	4	comment	год
27803	27798	raskolrus	4	comment	год
27803	27793	erykov1234	1	comment	год
27803	27787	erykov1234	1	comment	год
27803	27799	erykov1234	1	comment	год
27803	27806	georg_lonsh	4	comment	год
27803	27801	georg_lonsh	0	comment	год
