lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang	user
слово	NN	example	22	22_слово_301877		-- Степан Степаныч! голубчик!-- воскликнул я, приветствуя дорогого хозяина,-- а мы-то в губернии думаем, что в Любезнове даже самое слово«расправа» упразднено!	132:137	0:159	27902	sem_cluster	ru	ek.gavrishina
слово	NN	example	22	22_слово_214330		Вѣроятно, в ней надо видѣть отзвук тѣх слов Керенскаго, которыя в записи Ан. Вл. гласили:«Миша может погибнуть, с ним и онивсѣ».	39:43	0:128	27903	sem_cluster	ru	ek.gavrishina
слово	NN	example	22	22_слово_322490		Хотя не все сии изменения, однако великую часть оных имеет в себе человеческое слово.	79:84	0:85	27920	sem_cluster	ru	ek.gavrishina
слово	NN	example	22	22_слово_318765		Но я до сих пор вам верила, каждому вашему слову верила...	43:48	0:58	27915	sem_cluster	ru	ek.gavrishina
слово	NN	example	22	22_слово_170539		Разложит Акумовна в последний раз, зашепчет последние слова.	54:59	0:60	27900	sem_cluster	ru	ek.gavrishina
слово	NN	example	22	22_слово_7752		Читатель Владимир Кроха из Таганрога хочет со мной познакомиться и хочет, чтобы написал я ему, как я начал писать, что послужило тому толчком, какие темы волнуют меня, как я пишу, о чем я думаю, когда пишу, и какие чувства вызывает во мне«работа над словом»(кавычки В.Крохи).	250:256	0:275	27892	sem_cluster	ru	ek.gavrishina
слово	NN	example	22	22_слово_154382		Это мне было так больно, что и словами передать трудно.	31:38	0:55	27922	sem_cluster	ru	ek.gavrishina
слово	NN	example	22	22_слово_288987		[Не разобрано одно слово] знакомое нам по Кадьяку цветок..	19:24	0:58	27899	sem_cluster	ru	ek.gavrishina
слово	NN	example	22	22_слово_211129		Это есть величайший подвиг в истории русского языка, подвиг, в котором Пушкин проявил и весь свой гений художника слова, и всю силу своего проникнутого мудрым историзмом духа.	114:119	0:175	27904	sem_cluster	ru	ek.gavrishina
слово	NN	example	22	22_слово_128836		Последним словом, которое я услышал от Блока накануне его последней поездки в Москву весной 1921-го года, было:	10:16	0:111	27910	sem_cluster	ru	ek.gavrishina
слово	NN	example	22	22_слово_319179		-- Простите меня, княжна,-- заговорил он, не смея взглянуть на Соню,-- ради бога, не говорите ни слова.	97:102	0:103	27914	sem_cluster	ru	ek.gavrishina
слово	NN	example	22	22_слово_114260		Интуиция Можно читать на неизвестном языке, подставляя под звуки и буквы чужих слов похожие из своего языка.	79:83	0:108	27895	sem_cluster	ru	ek.gavrishina
слово	NN	example	22	22_слово_19299		Два высших образования, большая библиотека, любит театр и кино-- попрекать начнет, что не там ударение ставлю в словах, за столом не научился сидеть.	112:118	0:149	27896	sem_cluster	ru	ek.gavrishina
слово	NN	example	22	22_слово_83699		Выпив, не закусывая, три рюмки водки«Довгань хлебная», Иван оскорбил ее качество словом, снял дубленку, шапку, шарф, куртку, жилетку, ботинки, рубашку, майку, кожаные штаны, кальсоны, носки и остался в одних нательных красных трусах с петухами.	81:87	0:244	27905	sem_cluster	ru	ek.gavrishina
слово	NN	example	22	22_слово_114407		Это я единственный раз выбрался дальше моего обычного маршрута от жилья до университета, и это было тяжело: я не мог ничего видеть, не стараясь в уме пересказать это словами, и голова работала до перегрева, как будто из зрительной пряжи сучила словесную нитку.	166:173	0:260	27916	sem_cluster	ru	ek.gavrishina
слово	NN	example	22	22_слово_291881		Она-- добрая, только сердце у нея горячее, на слова она рѣзка; иной разъ и сама не рада, что вспылитъ,-- вспылитъ и Богъ знаетъ чего ни наговоритъ.	46:51	0:147	27890	sem_cluster	ru	ek.gavrishina
слово	NN	example	22	22_слово_48748		Ни сам говоривший отец Комарова, ни мы все, слушавшие его тогда, еще не знали, что эти слова получат совершение конкретное подтверждение.	87:92	0:137	27912	sem_cluster	ru	ek.gavrishina
слово	NN	example	22	22_слово_134594		В Петербурге мы сойдемся снова-- Словно солнце мы похоронили в нем-- И блаженное, бессмысленное слово В первый раз произнесем.	96:101	0:126	27924	sem_cluster	ru	ek.gavrishina
